Id,Name,PersonId,LastName,FirstName,Department,RankName,TotalArticleCount,TotalConfProcCount,TotalGrantCount,TotalGrantDollars,TotalAwardCount,TotalCitationCount,TotalBookCount
1470,"ANCONA, DEBORAH G",3709,,,Management,Professor,6,3,0,0.0,0,72,17
7730,"ASQUITH, PAUL",131823,,,Management,Professor,12,0,0,0.0,2,1258,4
1665,"AZOULAY, PIERRE",4942,,,Management,Professor,34,2,0,0.0,1,1505,6
2180,"BARNETT, ARNOLD I",132540,,,Management,Professor,13,0,2,0.0,3,77,2
2645,"BERNDT, ERNST R",9634,,,Management,Other,83,0,1,0.0,4,2432,17
2155,"BERTSIMAS, DIMITRIS J",133474,,,Management,Professor,163,7,15,0.0,8,8763,3
6235,"CARROLL, JOHN STEPHEN",136160,,,Management,Professor,34,8,4,0.0,1,970,10
3510,"CASTILLA, EMILIO J",17395,,,Management,Professor,16,8,0,0.0,2,905,1
8665,"CHEN, HUI",176096,,,Management,Associate,108,2,0,0.0,3,2974,0
6860,"CORE, JOHN E",412351,,,Management,Professor,42,0,0,0.0,0,2361,6
3975,"CURHAN, JARED R",24028,,,Management,Associate,24,8,1,0.0,2,842,6
3965,"CUSUMANO, MICHAEL A",23494,,,Management,Professor,55,4,0,0.0,2,1589,20
4355,"DOYLE, JOSEPH J",29237,,,Management,Professor,74,0,0,0.0,1,3707,0
3925,"EPPINGER, STEVEN D",31870,,,Management,Professor,21,5,0,0.0,0,987,5
4585,"FERNANDEZ, ROBERTO M",32178,,,Management,Professor,26,4,1,0.0,1,643,2
7950,"FORBES, KRISTIN J",142417,,,Management,Professor,48,0,0,0.0,1,1484,11
5130,"FREUND, ROBERT MICHAEL",40514,,,Management,Professor,39,2,5,0.0,1,541,0
3700,"GRAVES, STEPHEN C",144692,,,Management,Professor,61,4,4,0.0,6,966,1
6870,"HANLON, MICHELLE",412310,,,Management,Professor,53,0,0,0.0,7,4580,4
2940,"HAUSER, JOHN R",44238,,,Management,Professor,38,1,0,0.0,10,1663,11
5600,"HUANG, YASHENG",51003,,,Management,Professor,34,4,0,0.0,0,280,20
6125,"JOHNSON, SIMON",62732,,,Management,Professor,40,0,1,0.0,3,4279,12
8220,"KLEIN, MARK",288340,,,Management,Other,38,27,6,0.0,0,924,2
8685,"KNITTEL, CHRISTOPHER ROLAND",488089,,,Management,Professor,63,0,0,0.0,2,1556,4
2165,"KOCHAN, THOMAS ANTON",55939,,,Management,Professor,59,4,4,0.0,4,575,46
8135,"KOGAN, LEONID",151064,,,Management,Professor,39,1,0,0.0,4,1450,4
6090,"KOTHARI, S P",62449,,,Management,Professor,45,0,0,0.0,1,5709,0
2325,"LEVI, RETSEF",67313,,,Management,Professor,63,7,6,0.0,1,1043,1
21335,"LI, JING",856134,,,Management,Assistant,731,77,1,0.0,0,22522,0
5850,"MAGNANTI, THOMAS L",96424,,,Management,Professor,13,2,12,0.0,5,272,6
1465,"MALONE, THOMAS W",154583,,,Management,Professor,25,11,16,0.0,2,1510,20
2970,"MCAFEE, ANDREW P",544508,,,Management,Other,12,1,0,0.0,1,661,14
9815,"MERTON, ROBERT",412353,,,Management,Professor,29,1,0,0.0,8,266,86
4050,"MURRAY, FIONA E",71669,,,Management,Professor,52,4,9,0.0,2,2193,0
2980,"ORLIKOWSKI, WANDA J",642089,,,Management,Professor,32,14,1,0.0,3,5107,24
5290,"ORLIN, JAMES B",112966,,,Management,Professor,55,14,16,0.0,2,1409,14
10475,"ORPHANIDES, ATHANASIOS",627152,,,Management,Other,70,0,0,0.0,0,1463,18
9400,"OSTERMAN, PAUL",288861,,,Management,Professor,34,0,1,0.0,1,287,26
6810,"PAN, JUN",89562,,,Management,Professor,27,0,0,0.0,1,2449,1
10480,"PARKER, JONATHAN A",627153,,,Management,Professor,35,0,0,0.0,2,1889,18
24090,"PEPPARD, JOSEPH",1108067,,,Management,Other,22,4,0,0.0,0,2312,6
2195,"PERAKIS, GEORGIA",91824,,,Management,Professor,75,6,6,0.0,4,1322,1
6445,"PINDYCK, ROBERT S",76838,,,Management,Professor,32,1,0,0.0,3,1473,26
14675,"RAHMANDAD, HAZHIR",161522,,,Management,Associate,46,13,0,0.0,0,1187,6
1660,"REPENNING, NELSON",97260,,,Management,Professor,9,1,0,0.0,0,181,2
8375,"RIGOBON, ROBERTO",162469,,,Management,Professor,62,0,0,0.0,2,2212,24
7520,"ROBERTS, EDWARD B",120057,,,Management,Professor,26,4,0,0.0,0,661,4
8675,"ROSS, JEANNE W",289187,,,Management,Other,14,0,4,0.0,1,257,9
7765,"SAMAROV, ALEXANDER M",176504,,,Management,Other,6,0,4,0.0,1,185,2
7185,"SCHOAR, ANTOINETTE",102712,,,Management,Professor,68,1,0,0.0,5,4078,16
2905,"SIEGEL, MICHAEL D",289340,,,Management,Other,32,10,2,0.0,0,366,0
2965,"SIMESTER, DUNCAN",123270,,,Management,Professor,36,1,2,0.0,8,1544,5
6745,"STERMAN, JOHN",87196,,,Management,Professor,47,3,4,0.0,2,2645,14
6310,"STERN, SCOTT",412354,,,Management,Professor,70,4,1,0.0,3,2411,59
17330,"THESMAR, DAVID JEAN JOSEPH",827657,,,Management,Professor,73,0,0,0.0,2,2378,3
2945,"URBAN, GLEN L",169836,,,Management,Other,12,0,0,0.0,9,1224,15
10540,"VAN MAANEN, JOHN",642098,,,Management,Other,18,0,0,0.0,1,786,37
15685,"VAN REENEN, JOHN MICHAEL",501557,,,Management,Professor,106,0,0,0.0,9,7763,22
6080,"VERDI, RODRIGO",92221,,,Management,Professor,52,0,0,0.0,3,2969,0
6895,"VON HIPPEL, ERIC A",92712,,,Management,Professor,71,2,3,0.0,1,3821,29
6990,"WANG, JIANG",93970,,,Management,Professor,167,2,1,0.0,3,9429,1
6330,"WANG, RICHARD YNG-YUH",289654,,,Management,Other,9,1,2,0.0,0,187,3
6085,"WEBER, JOSEPH P",128501,,,Management,Professor,48,0,0,0.0,0,2666,0
1445,"WEILL, PETER D",176111,,,Management,Other,14,0,2,0.0,0,472,9
2710,"WELSCH, ROY E",171547,,,Management,Professor,43,8,1,0.0,5,727,6
7020,"WERNERFELT, BIRGER",96250,,,Management,Professor,34,1,0,0.0,3,204,12
18600,"WESTERMAN, GEORGE F",837848,,,Management,Other,10,0,0,0.0,0,298,5
7435,"WHINSTON, MICHAEL DENNIS",114534,,,Management,Professor,16,0,0,0.0,7,449,25
23950,"WIXOM, BARBARA",282922,,,Management,Other,12,9,0,0.0,0,1965,13
2975,"YATES, JOANNE",176089,,,Management,Professor,22,7,0,0.0,5,923,10
3465,"ZHANG, JUANJUAN",130887,,,Management,Professor,41,1,0,0.0,4,3744,1
1655,"ZUCKERMAN SIVAN, EZRA W",173824,,,Management,Professor,32,10,1,0.0,1,766,12
1140,"AKYLAS, TRIANTAPHYLLOS R",1665,,,Mechanical Engineering,Professor,41,1,16,0.0,1,517,0
1245,"ANAND, LALLIT",1934,,,Mechanical Engineering,Professor,64,7,13,0.0,4,3655,4
6010,"BENJAMIN, MICHAEL R",1108056,,,Mechanical Engineering,Other,8,26,7,0.0,0,472,0
3025,"BRISSON, JOHN G",13875,,,Mechanical Engineering,Professor,23,23,16,0.0,0,348,2
1815,"BUONASSISI, ANTHONY",135386,,,Mechanical Engineering,Professor,265,130,30,0.0,2,10508,2
4310,"CELANOVIC, IVAN L",544565,,,Mechanical Engineering,Other,54,38,3,0.0,0,3479,0
3555,"CHENG, WAI K",18400,,,Mechanical Engineering,Professor,38,32,9,0.0,1,851,0
3710,"CHUN, JUNG-HOON",20306,,,Mechanical Engineering,Professor,56,20,8,0.0,0,649,0
3340,"CULPEPPER, MARTIN",25706,,,Mechanical Engineering,Professor,52,21,14,0.0,3,1044,2
4840,"DEL VECCHIO, DOMITILLA",412280,,,Mechanical Engineering,Professor,58,92,20,0.0,1,2444,6
2215,"FANG, XUANLAI",488098,,,Mechanical Engineering,Professor,174,56,13,0.0,3,12951,11
1010,"FREY, DANIEL",36546,,,Mechanical Engineering,Professor,49,29,4,0.0,1,1480,1
2990,"GHONIEM, AHMED F",39115,,,Mechanical Engineering,Professor,189,63,16,0.0,5,5119,3
5300,"GIBSON, LORNA J",44299,,,Materials Science and Engineering,Professor,59,1,8,0.0,1,6485,1
15180,"GUO, MING",789760,,,Mechanical Engineering,Assistant,37,0,4,0.0,1,927,0
7990,"GUTOWSKI, TIMOTHY G",145335,,,Mechanical Engineering,Professor,41,22,9,0.0,0,2262,7
4270,"HADJICONSTANTINOU, NICOLAS",49523,,,Mechanical Engineering,Professor,62,16,6,0.0,2,1973,2
1215,"HARDT, DAVID E",45100,,,Mechanical Engineering,Professor,35,12,9,0.0,1,408,2
8980,"HART, ANASTASIOS JOHN",250993,,,Mechanical Engineering,Associate,266,16,26,0.0,7,12232,0
5640,"HART, DOUGLAS",51803,,,Mechanical Engineering,Professor,18,5,17,0.0,0,492,0
3095,"HOSOI, ANETTE PEKO",50247,,,Mathematics,Professor,61,12,13,0.0,3,2073,2
5885,"HUNTER, IAN",58965,,,Mechanical Engineering,Professor,57,52,11,0.0,3,2118,0
23915,"IWASA, YUKIKAZU",1108081,,,Mechanical Engineering,Other,133,2,31,0.0,1,2727,3
2820,"JACOBSON, JOSEPH",288062,,,Mechanical Engineering,Associate,32,5,8,0.0,0,1989,0
3155,"JONES, LYNETTE A",288217,,,Mechanical Engineering,Other,72,28,6,0.0,1,2494,2
5545,"KARNIK, ROHIT",64348,,,Mechanical Engineering,Professor,102,14,10,0.0,3,8524,5
15225,"KIM, JEEHWAN",789790,,,Materials Science and Engineering,Associate,131,12,11,0.0,1,9072,0
4790,"KIM, SANGBAE",288319,,,Mechanical Engineering,Associate,52,58,9,0.0,4,7063,1
5880,"KREBS, HERMANO I",288361,,,Mechanical Engineering,Other,131,75,8,0.0,2,6492,13
1745,"LEONARD, JOHN J",60042,,,Mechanical Engineering,Professor,95,93,34,0.0,3,8869,19
5740,"LERMUSIAUX, PIERRE",53496,,,Mechanical Engineering,Professor,87,29,35,0.0,0,1760,0
2090,"LIU, YUMING",288491,,,Mechanical Engineering,Other,154,26,1,0.0,0,5439,0
3355,"MCKINLEY, GARETH H",412357,,,Mechanical Engineering,Professor,246,18,24,0.0,6,17140,1
1620,"PARKS, DAVID MOORE",75298,,,Mechanical Engineering,Professor,30,0,5,0.0,2,1063,0
6840,"PATERA, ANTHONY T",91373,,,Mechanical Engineering,Professor,61,6,18,0.0,1,3244,5
1430,"PATRIKALAKIS, NICHOLAS M",115250,,,Mechanical Engineering,Professor,19,28,19,0.0,0,556,5
3395,"PEACOCK, THOMAS",115546,,,Mechanical Engineering,Professor,60,4,17,0.0,1,1447,3
1220,"SARMA, SANJAY",121468,,,Mechanical Engineering,Professor,42,72,9,0.0,2,1746,12
1730,"SCHMIDT, HENRIK",289259,,,Mechanical Engineering,Professor,116,41,47,0.0,0,785,2
7200,"SCLAVOUNOS, PAUL D",102994,,,Mechanical Engineering,Professor,12,7,12,0.0,0,184,0
1375,"SHAO-HORN, YANG",165211,,,Materials Science and Engineering,Professor,344,16,17,0.0,12,35901,1
3390,"TECHET, ALEXANDRA H",289491,,,Mechanical Engineering,Professor,30,6,19,0.0,2,1148,1
3545,"TIAN, TIAN",544539,,,Mechanical Engineering,Other,179,71,3,0.0,0,1976,0
23715,"TRAVERSO, CARLO GIOVANNI",1108308,,,Mechanical Engineering,Assistant,90,4,2,0.0,0,1780,0
5770,"TRIANTAFYLLOU, MICHAEL S",169431,,,Mechanical Engineering,Professor,123,77,23,0.0,1,3481,6
5925,"TRUMPER, DAVID L",109735,,,Mechanical Engineering,Professor,43,14,16,0.0,1,677,1
9980,"TURITSYN, KONSTANTIN",488100,,,Mechanical Engineering,Associate,69,53,6,0.0,1,1985,0
7580,"VANDIVER, JOHN KIM",127333,,,Mechanical Engineering,Professor,6,30,8,0.0,2,364,0
3245,"VARANASI, KRIPA",289601,,,Mechanical Engineering,Professor,101,25,3,0.0,7,6051,1
6675,"WALLACE, DAVID",289640,,,Mechanical Engineering,Professor,23,21,4,0.0,1,528,0
1840,"WANG, EVELYN",112673,,,Mechanical Engineering,Professor,211,108,24,0.0,8,10464,4
5010,"WINTER, AMOS G",544530,,,Mechanical Engineering,Associate,38,66,11,0.0,3,318,0
3540,"WONG, VICTOR W",544541,,,Mechanical Engineering,Other,288,47,6,0.0,3,4460,0
6845,"YANG, MARIA",100078,,,Mechanical Engineering,Professor,50,50,11,0.0,3,1102,0
2205,"YOUCEF-TOUMI, KAMAL",130531,,,Mechanical Engineering,Professor,86,81,3,0.0,3,1645,5
5735,"YUE, DICK K. P",100652,,,Mechanical Engineering,Professor,72,16,54,0.0,1,1355,4
14770,"ZHAO, XUANHE",435117,,,Mechanical Engineering,Associate,177,6,12,0.0,6,15503,2
2000,"BERGER LEIGHTON, BONNIE",287114,,,Mathematics,Professor,173,28,15,0.0,12,9766,2
4945,"BEZRUKAVNIKOV, ROMAN",287125,,,Mathematics,Professor,38,2,7,0.0,9,443,4
9820,"BORODIN, ALEXEI",412355,,,Mathematics,Professor,95,1,4,0.0,11,1783,8
3420,"BUSH, JOHN W. M",15460,,,Mathematics,Professor,120,4,7,0.0,5,3832,2
3695,"CHENG, HUNG",20214,,,Mathematics,Professor,5,0,0,0.0,0,193,1
5400,"COHN, HENRY",544526,,,Mathematics,Other,36,5,0,0.0,5,865,2
9165,"COLDING, TOBIAS",287369,,,Mathematics,Professor,47,0,7,0.0,8,730,4
9620,"DUNKEL, JOERN",627158,,,Mathematics,Associate,98,4,2,0.0,3,3309,1
1125,"EDELMAN, ALAN",33041,,,Mathematics,Professor,39,25,32,0.0,10,1894,3
4320,"ETINGOF, PAVEL I",35018,,,Mathematics,Professor,120,1,20,0.0,4,1272,11
4845,"FREEDMAN, DANIEL Z",34298,,,Mathematics,Other,41,3,6,0.0,9,1282,1
7985,"GOEMANS, MICHEL X",144133,,,Mathematics,Professor,19,20,13,0.0,10,945,2
6260,"GUILLEMIN, VICTOR W",145178,,,Mathematics,Professor,52,0,4,0.0,7,252,20
6780,"JERISON, DAVID S",148903,,,Mathematics,Professor,28,0,8,0.0,7,184,19
5665,"KAC, VICTOR",52712,,,Mathematics,Professor,98,3,10,0.0,11,811,12
6525,"KELNER, JONATHAN ADAM",150169,,,Mathematics,Professor,11,23,3,0.0,3,679,2
5145,"KIM, JU-LEE",66628,,,Mathematics,Professor,24,1,5,0.0,5,589,5
1565,"KLEIMAN, STEVEN L",55226,,,Mathematics,Other,9,0,4,0.0,4,60,6
6185,"LUSZTIG, GEORGE",64189,,,Mathematics,Professor,78,1,11,0.0,14,245,9
6265,"MELROSE, RICHARD B",69031,,,Mathematics,Professor,20,3,7,0.0,4,150,7
7360,"MILLER, HAYNES R",156568,,,Mathematics,Professor,10,1,19,0.0,2,46,3
9155,"MINICOZZI, WILLIAM",544524,,,Mathematics,Professor,38,0,3,0.0,6,585,4
6590,"MROWKA, TOMASZ S",80906,,,Mathematics,Professor,20,1,16,0.0,16,287,14
8680,"POONEN, BJORN",176123,,,Mathematics,Professor,53,3,7,0.0,10,364,11
4965,"POSTNIKOV, ALEXANDER",93547,,,Mathematics,Professor,28,3,8,0.0,5,547,1
3370,"ROSALES, RODOLFO",163044,,,Mathematics,Professor,30,1,8,0.0,2,666,0
6720,"SHEFFIELD, SCOTT ROGER",176121,,,Mathematics,Professor,56,0,4,0.0,9,1384,4
3875,"SHOR, PETER WILLISTON",85149,,,Mathematics,Professor,46,8,7,0.0,16,1569,1
6740,"STAFFILANI, GIGLIOLA",86769,,,Mathematics,Professor,48,0,9,0.0,11,864,1
6955,"STANLEY, RICHARD P",167183,,,Mathematics,Other,52,0,9,0.0,10,328,23
4635,"STRANG, W GILBERT",289445,,,Mathematics,Professor,32,4,0,0.0,10,912,24
6790,"STROOCK, DANIEL W",88097,,,Mathematics,Other,21,4,4,0.0,5,46,20
15285,"ZHANG, WEI",406203,,,Mathematics,Professor,297,50,2,0.0,6,9539,2
23780,"BOVE, V MICHAEL",287147,,,Media Arts and Sciences,Other,19,50,6,0.0,1,361,3
3880,"GERSHENFELD, NEIL A",36510,,,Media Arts and Sciences,Professor,19,17,30,0.0,6,1161,22
1050,"ISHII, HIROSHI",49899,,,Media Arts and Sciences,Professor,31,166,0,0.0,2,3067,0
8300,"LARSON, KENT",288398,,,Media Arts and Sciences,Other,6,32,5,0.0,0,1147,0
24135,"LIEBERMAN, ZACHARY M",1108309,,,Media Arts and Sciences,Other,0,1,0,0.0,0,23,1
23880,"LIPPMAN, ANDREW B",176632,,,Media Arts and Sciences,Other,11,31,1,0.0,0,2910,0
2900,"MACHOVER, TOD",96056,,,Media Arts and Sciences,Professor,5,1,0,0.0,4,243,6
5555,"MAES, PATRICIA",96199,,,Media Arts and Sciences,Professor,23,179,0,0.0,4,1803,9
5560,"PARADISO, JOSEPH A",159574,,,Media Arts and Sciences,Professor,47,108,2,0.0,0,3498,7
2875,"PICARD, ROSALIND W",76748,,,Media Arts and Sciences,Professor,88,132,10,0.0,6,8348,18
15005,"RAHWAN, IYAD",789771,,,Media Arts and Sciences,Associate,73,37,2,0.0,1,2056,12
2740,"RESNICK, MITCHEL J",78821,,,Media Arts and Sciences,Professor,11,26,14,0.0,6,2590,2
1450,"ROY, DEB K",99490,,,Media Arts and Sciences,Professor,19,51,6,0.0,0,3582,0
2075,"ZHANG, SHUGUANG",1108036,,,Media Arts and Sciences,Other,63,0,21,0.0,4,4187,0
1625,"BALLINGER, RONALD G",4218,,,Nuclear Science and Engineering,Other,26,7,21,0.0,1,224,1
15235,"BUCCI, MATTEO",827645,,,Nuclear Science and Engineering,Assistant,25,4,6,0.0,2,203,1
1385,"BUONGIORNO, JACOPO",14320,,,Nuclear Science and Engineering,Professor,94,22,19,0.0,3,7683,2
14600,"DANAGOULIAN, AREG",779069,,,Nuclear Science and Engineering,Assistant,23,2,3,0.0,1,218,0
3235,"DRISCOLL, MICHAEL J",544547,,,Nuclear Science and Engineering,Other,22,3,11,0.0,1,489,2
6390,"FORGET, BENOIT ROBERT YVES",176375,,,Nuclear Science and Engineering,Professor,84,15,14,0.0,0,765,1
19395,"GOMES LOUREIRO, NUNO F",827644,,,Nuclear Science and Engineering,Associate,63,2,7,0.0,2,1915,5
23670,"HAN, FEI",919223,,,Nuclear Science and Engineering,Other,140,4,0,0.0,0,3219,0
3220,"HU, LIN-WEN",288002,,,Nuclear Science and Engineering,Other,76,22,10,0.0,1,4332,76
5540,"HUTCHINSON, IAN HORNER",49337,,,Nuclear Science and Engineering,Professor,96,4,9,0.0,1,2642,2
7495,"KEMP, RONALD S",544544,,,Nuclear Science and Engineering,Associate,17,2,0,0.0,2,107,0
5515,"LABOMBARD, BRIAN",288383,,,Nuclear Science and Engineering,Other,193,19,0,0.0,1,5468,0
6395,"LANZA, RICHARD C",176374,,,Nuclear Science and Engineering,Other,39,25,20,0.0,1,791,5
7110,"LI, JU",488102,,,Materials Science and Engineering,Professor,772,51,17,0.0,6,31467,0
23870,"RAM, ABHAY KUMAR",289038,,,Nuclear Science and Engineering,Other,40,14,5,0.0,0,535,1
1575,"SHORT, MICHAEL P",544545,,,Nuclear Science and Engineering,Associate,82,7,14,0.0,1,771,0
3275,"SMITH, KORD S",123730,,,Nuclear Science and Engineering,Other,86,5,9,0.0,2,2016,0
1600,"TODREAS, NEIL E",544552,,,Nuclear Science and Engineering,Other,39,2,11,0.0,5,519,5
5495,"WHYTE, DENNIS G",171842,,,Nuclear Science and Engineering,Professor,170,13,6,0.0,2,5879,0
1315,"ASHOORI, RAYMOND",5233,,,Physics,Professor,21,1,13,0.0,5,2834,0
18310,"BARLETTA, WILLIAM",837855,,,Physics,Other,29,18,0,0.0,1,781,11
2550,"BENEDEK, GEORGE B",9067,,,Physics,Other,25,0,19,0.0,6,924,2
6105,"BERTOZZI, WILLIAM",544561,,,Physics,Other,74,5,5,0.0,2,2974,0
7760,"BERTSCHINGER, EDMUND W",133473,,,Physics,Professor,19,2,13,0.0,8,742,1
5510,"BONOLI, PAUL T",176522,,,Physics,Other,118,53,9,0.0,1,2946,1
3550,"BROMBERG, LESLIE",287171,,,Physics,Other,51,34,24,0.0,0,1333,1
3570,"CANIZARES, CLAUDE R",135925,,,Physics,Professor,45,5,69,0.0,8,1374,0
14845,"CHECKELSKY, JOSEPH",779064,,,Physics,Associate,61,0,7,0.0,2,6168,0
4700,"CONRAD, JANET MARIE",176520,,,Physics,Professor,415,15,17,0.0,10,32394,0
3865,"COPPI, BRUNO",21520,,,Physics,Other,40,8,5,0.0,5,161,0
23795,"COSTER, ANTHEA J",1108059,,,Physics,Other,124,17,14,0.0,1,2963,8
4305,"DETMOLD, WILLIAM",28897,,,Physics,Associate,97,167,4,0.0,2,3004,2
3055,"EVANS, MATTHEW J",544569,,,Physics,Associate,315,10,3,0.0,2,36851,0
3895,"FARHI, EDWARD H",141614,,,Physics,Other,20,1,5,0.0,4,899,0
4705,"FORMAGGIO, JOSEPH A",33722,,,Physics,Professor,78,13,18,0.0,2,3143,2
9230,"FOSTER, JOHN C",287723,,,Physics,Other,82,14,22,0.0,1,3428,1
23940,"FRENJE, JOHAN A",1108061,,,Physics,Other,243,27,3,0.0,1,6507,0
4525,"FRIEDMAN, JEROME I",544571,,,Physics,Other,24,0,1,0.0,8,679,4
3145,"FRITSCHEL, PETER K",287751,,,Physics,Other,262,8,3,0.0,4,35952,1
1690,"GEDIK, NUH",143520,,,Physics,Professor,76,10,19,0.0,4,3784,0
6690,"GOLDSTONE, JEFFREY",544572,,,Physics,Other,7,0,0,0.0,5,616,0
4880,"GREENWALD, MARTIN J",176528,,,Physics,Other,152,8,11,0.0,1,4376,0
6985,"HARROW, ARAM W",410690,,,Physics,Associate,53,25,7,0.0,4,1889,3
4020,"HEWITT, JACQUELINE N",45932,,,Physics,Professor,83,7,14,0.0,10,4805,0
23820,"HUBBARD, AMANDA E",288008,,,Physics,Other,149,18,6,0.0,1,4779,0
5935,"HUGHES, SCOTT A",58760,,,Physics,Professor,69,8,10,0.0,5,2970,0
23810,"IRBY, JAMES HENDERSON",288037,,,Physics,Other,80,9,2,0.0,0,1779,0
8080,"JACKIW, ROMAN W",148515,,,Physics,Other,36,10,1,0.0,8,888,8
3090,"JAFFE, ROBERT L",288070,,,Physics,Professor,50,4,1,0.0,7,2814,1
1685,"JARILLO-HERRERO, PABLO",176526,,,Physics,Professor,130,9,15,0.0,11,18845,2
6160,"JOSS, PAUL C",63365,,,Physics,Other,6,0,2,0.0,1,135,1
5160,"KAISER, DAVID I",149551,,,Physics,Professor,78,1,6,0.0,3,1606,24
3515,"KARDAR, MEHRAN",57520,,,Physics,Professor,122,0,10,0.0,10,4715,3
3105,"KATSAVOUNIDIS, EROTOKRITOS",64627,,,Physics,Other,247,3,6,0.0,1,35479,0
5195,"KLEPPNER, DANIEL",503286,,,Physics,Other,40,2,17,0.0,18,223,3
3455,"KLUTE, MARKUS",412285,,,Physics,Associate,1180,16,5,0.0,2,45867,0
6115,"KOWALSKI, STANLEY B",62571,,,Physics,Other,66,5,2,0.0,1,2742,1
6250,"LEE, PATRICK A",87714,,,Physics,Other,132,3,13,0.0,10,10301,0
3460,"LEE, YEN-JIE",627165,,,Physics,Associate,1117,7,1,0.0,3,40956,0
1825,"LEVITOV, LEONID",67444,,,Physics,Professor,121,2,2,0.0,1,9820,0
3475,"LIU, HONG",93697,,,Physics,Professor,413,13,0,0.0,8,14847,2
3160,"LONSDALE, COLIN JOHN",288505,,,Physics,Other,145,25,32,0.0,1,15228,0
5505,"MARMAR, EARL S",176614,,,Physics,Other,96,3,12,0.0,1,2931,0
3575,"MARSHALL, HERMAN",288594,,,Physics,Other,68,47,33,0.0,0,2132,0
4535,"MATTHEWS, JUNE L",74882,,,Physics,Other,14,1,0,0.0,4,246,0
3100,"MAVALVALA, NERGIS",67570,,,Physics,Professor,270,12,7,0.0,12,36580,0
15270,"METLITSKI, MAXIM A",827692,,,Physics,Assistant,35,3,1,0.0,3,2219,0
4695,"MILNER, RICHARD G",156681,,,Physics,Professor,96,25,25,0.0,3,3990,5
4325,"MIRNY, LEONID A",176242,,,Institute for Medical Engineering and Science (IMES),Professor,110,1,18,0.0,3,15820,5
4245,"MOODERA, JAGADEESH",544582,,,Physics,Other,159,2,34,0.0,3,6278,5
4295,"NEGELE, JOHN W",158047,,,Physics,Other,54,65,8,0.0,6,1975,12
9390,"NIELL, ARTHUR E",288816,,,Physics,Other,5,3,10,0.0,0,1156,0
6385,"PETRASSO, RICHARD D",176531,,,Physics,Other,246,22,47,0.0,3,6422,0
10240,"PLESS, IRWIN A",544585,,,Physics,Other,9,2,0,0.0,0,131,0
5525,"PORKOLAB, MIKLOS",93497,,,Physics,Other,103,24,13,0.0,4,2605,0
8925,"PRIGOZHIN, GREGORY",432460,,,Physics,Other,31,39,1,0.0,0,1880,0
2120,"PRITCHARD, DAVID E",118167,,,Physics,Professor,60,29,33,0.0,12,4345,4
3480,"RAJAGOPAL, KRISHNA",77816,,,Physics,Professor,70,11,1,0.0,4,3153,3
6155,"RAPPAPORT, SAUL A",96133,,,Physics,Other,105,2,21,0.0,3,3890,3
3560,"REMILLARD, RONALD A",289073,,,Physics,Other,111,18,22,0.0,1,7575,2
23825,"RICE, JOHN E",289089,,,Physics,Other,153,12,4,0.0,1,4684,0
2095,"RICHARDSON, JOHN D",289106,,,Physics,Other,140,18,27,0.0,0,3616,0
7365,"SCHATTENBURG, MARK L",176529,,,Physics,Other,36,68,34,0.0,1,934,0
5335,"SCHECHTER, PAUL L",82897,,,Physics,Other,41,10,15,0.0,5,1352,2
3210,"SHOEMAKER, DAVID H",176619,,,Physics,Other,249,10,6,0.0,1,36241,0
6605,"SIMCOE, ROBERT A",123266,,,Physics,Professor,62,17,16,0.0,2,3423,0
4255,"SOLJACIC, MARIN",104902,,,Physics,Professor,235,157,10,0.0,3,19452,2
6760,"STEWART, IAIN W",87271,,,Physics,Professor,105,21,2,0.0,5,3335,3
3110,"TAYLOR, WASHINGTON",60252,,,Physics,Professor,109,3,0,0.0,5,5622,3
5165,"TEGMARK, MAX ERIK",168639,,,Physics,Professor,144,10,5,0.0,13,27511,17
23800,"TERRY, JAMES L",289499,,,Physics,Other,170,8,3,0.0,2,5481,0
6765,"TODADRI, SENTHIL",90052,,,Physics,Professor,122,1,10,0.0,5,7588,3
2595,"VULETIC, VLADAN",170549,,,Physics,Professor,109,23,33,0.0,4,6581,3
3040,"WEISS, RAINER",503306,,,Physics,Other,240,2,1,0.0,18,35078,2
3870,"WEN, XIAO-GANG",114294,,,Physics,Professor,158,2,10,0.0,8,12960,5
3490,"WILLIAMS, MICHAEL",544556,,,Physics,Associate,769,22,12,0.0,1,25632,0
23785,"WUKITCH, STEPHEN JAMES",289757,,,Physics,Other,145,45,4,0.0,2,3304,1
6015,"ZWIEBACH, BARTON",118773,,,Physics,Professor,38,2,0,0.0,1,2367,4
3890,"ZWIERLEIN, MARTIN WOLFRAM",101953,,,Physics,Professor,57,5,16,0.0,13,7502,1
2530,"BERINSKY, ADAM",8842,,,Political Science,Professor,43,0,5,0.0,5,3696,16
3365,"CAMPBELL, ANDREA",15331,,,Political Science,Professor,27,0,1,0.0,4,482,26
6325,"CHOUCRI, NAZLI",137033,,,Political Science,Professor,33,7,2,0.0,2,146,15
5990,"LAWSON, CHAPPELL",59121,,,Political Science,Associate,20,0,2,0.0,1,433,16
6710,"NOBLES, MELISSA",85232,,,Political Science,Professor,6,0,0,0.0,1,27,11
6410,"PETERSEN, ROGER D",75913,,,Political Science,Professor,13,0,1,0.0,4,79,6
7500,"POSEN, BARRY R",117825,,,Political Science,Professor,10,0,14,0.0,3,148,38
7535,"SAMUELS, RICHARD J",121296,,,Political Science,Professor,19,0,2,0.0,9,75,18
